Event,Time,Date,TimeStamp [ms],ADC1,ADC2,SiPM [mV],Temp [C],Presure [Pa],DeadTime [us],Coincident
13714,18:51:37,6/11/21,11002725,174,8,8.67,24.93,102635.11,102949,0
13715,18:51:38,6/11/21,11003813,674,10,14.93,24.93,102635.11,52398,0
13716,18:51:39,6/11/21,11004287,189,7,9.03,24.93,102635.11,1851,0
13717,18:51:39,6/11/21,11004325,157,7,8.21,24.93,102635.11,3811,0
13718,18:51:40,6/11/21,11004901,90,8,6.35,24.93,102634.95,52399,0
13719,18:51:40,6/11/21,11005166,629,9,14.36,24.93,102634.95,1848,0
13720,18:51:40,6/11/21,11005275,916,119,33.72,24.93,102634.95,1850,1
13721,18:51:40,6/11/21,11005496,433,7,12.29,24.93,102634.95,1851,0
13722,18:51:42,6/11/21,11007619,420,8,12.27,24.93,102634.95,153499,0
13723,18:51:42,6/11/21,11007675,566,8,13.45,24.93,102634.95,1849,0
13724,18:51:44,6/11/21,11009734,128,8,7.38,24.93,102634.78,104909,0
13725,18:51:45,6/11/21,11010022,873,87,27.54,24.93,102634.95,2591,1
13726,18:51:46,6/11/21,11011221,948,155,40.06,24.93,102634.95,52402,0
13727,18:51:47,6/11/21,11012180,717,15,16.67,24.93,102635.11,52399,0
13728,18:51:47,6/11/21,11012643,282,7,10.77,24.93,102635.28,52402,0
13729,18:51:48,6/11/21,11013107,718,16,16.97,24.93,102635.7,1851,0
13730,18:51:48,6/11/21,11013163,124,7,7.26,24.93,102635.7,3952,0
13731,18:51:48,6/11/21,11013271,219,8,9.71,24.93,102636.03,1849,0
13732,18:51:50,6/11/21,11015115,951,161,40.94,24.93,102636.38,102948,1
13733,18:51:51,6/11/21,11015894,967,322,60.81,24.93,102636.38,52410,0
13734,18:51:52,6/11/21,11017708,196,8,9.21,24.93,102636.38,102959,0
13735,18:51:52,6/11/21,11017791,793,39,21.37,24.93,102636.38,1857,1
13736,18:51:52,6/11/21,11017807,67,8,5.94,24.93,102636.38,1857,0
13737,18:51:54,6/11/21,11019109,930,143,38.14,24.93,102636.38,54368,0
13738,18:51:54,6/11/21,11019244,761,23,18.88,24.93,102636.38,1859,0
13739,18:51:54,6/11/21,11019599,863,84,27,24.93,102636.38,52405,0
13740,18:51:54,6/11/21,11019759,756,21,18.41,24.93,102636.38,2602,0
13741,18:51:54,6/11/21,11019812,463,8,12.57,24.93,102636.38,1858,0
13742,18:51:55,6/11/21,11020059,624,9,14.31,24.93,102636.38,1855,0
13743,18:51:55,6/11/21,11020723,690,12,15.63,24.93,102636.38,54510,0
13744,18:51:56,6/11/21,11021320,725,16,16.99,24.93,102636.38,1856,0
13745,18:51:57,6/11/21,11021882,304,7,11.08,24.93,102636.55,52402,0
13746,18:51:57,6/11/21,11022415,972,299,56.9,24.93,102636.55,1852,0
13747,18:51:57,6/11/21,11022497,588,8,13.7,24.93,102636.55,1850,0
13748,18:51:57,6/11/21,11022796,115,7,7,24.93,102636.55,52398,0
13749,18:51:59,6/11/21,11023836,678,11,15.27,24.93,102636.55,52397,0
13750,18:51:59,6/11/21,11024719,105,7,6.72,24.93,102636.55,54361,0
13751,18:52:00,6/11/21,11025291,148,8,7.96,24.93,102636.55,1849,0
13752,18:52:00,6/11/21,11025647,281,8,10.79,24.93,102636.38,52403,0
13753,18:52:00,6/11/21,11025720,922,128,35.45,24.93,102636.38,1856,0
13754,18:52:02,6/11/21,11026819,926,139,37.45,24.93,102636.38,52406,1
13755,18:52:03,6/11/21,11028081,66,7,5.93,24.93,102636.88,52409,0
13756,18:52:04,6/11/21,11028943,177,8,8.75,24.93,102637.55,54367,0
13757,18:52:04,6/11/21,11029357,916,122,34.3,24.93,102637.72,1849,1
13758,18:52:05,6/11/21,11030563,922,132,36.19,24.93,102637.55,102950,0
13759,18:52:05,6/11/21,11030780,896,98,29.6,24.93,102637.55,2596,0
13760,18:52:06,6/11/21,11031347,708,14,16.33,24.93,102637.55,1850,0
13761,18:52:07,6/11/21,11032163,598,8,13.81,24.93,102637.72,52399,0
13762,18:52:08,6/11/21,11032960,67,7,5.94,24.93,102637.97,52399,0
13763,18:52:09,6/11/21,11034073,146,8,7.9,24.93,102637.55,54502,0
13764,18:52:09,6/11/21,11034077,924,132,36.19,24.93,102637.55,1848,0
13765,18:52:12,6/11/21,11037226,425,9,12.38,24.93,102636.88,153501,0
13766,18:52:12,6/11/21,11037280,94,8,6.44,24.93,102636.88,1858,0
13767,18:52:14,6/11/21,11038928,962,214,46.73,24.93,102636.88,102954,0
13768,18:52:14,6/11/21,11039032,646,10,14.77,24.93,102636.88,1859,0
13769,18:52:14,6/11/21,11039709,272,9,10.68,24.93,102637.22,54364,0
13770,18:52:17,6/11/21,11041919,963,280,54.01,24.93,102645.47,103691,0
13771,18:52:17,6/11/21,11041988,253,7,10.32,24.93,102645.47,1851,0
13772,18:52:18,6/11/21,11042901,420,8,12.27,24.93,102644.28,52397,0
13773,18:52:18,6/11/21,11043310,133,7,7.52,24.93,102643.78,1849,0
13774,18:52:19,6/11/21,11044088,75,7,6.05,24.93,102643.11,52397,0
13775,18:52:19,6/11/21,11044788,673,10,14.93,24.93,102642.94,52399,0
13776,18:52:20,6/11/21,11045117,617,9,14.23,24.93,102642.02,3952,0
13777,18:52:20,6/11/21,11045672,640,9,14.45,24.93,102641.69,52398,0
13778,18:52:20,6/11/21,11045699,152,8,8.07,24.93,102641.69,1849,0
13779,18:52:20,6/11/21,11045730,67,7,5.94,24.93,102641.69,1847,0
13780,18:52:21,6/11/21,11046442,968,410,75.81,24.93,102640.84,1849,1
13781,18:52:21,6/11/21,11046766,469,8,12.61,24.93,102640.84,52401,0
13782,18:52:22,6/11/21,11047165,71,7,5.99,24.93,102640.67,3810,0
13783,18:52:22,6/11/21,11047456,556,8,13.34,24.93,102640.5,1850,0
13784,18:52:23,6/11/21,11048092,827,60,23.59,24.93,102640.34,52396,0
13785,18:52:23,6/11/21,11048392,589,8,13.71,24.93,102640.58,1851,0
13786,18:52:24,6/11/21,11049068,600,9,14.02,24.93,102639.83,52399,0
13787,18:52:24,6/11/21,11049250,584,8,13.65,24.93,102639.83,1850,0
13788,18:52:24,6/11/21,11049791,65,8,5.92,24.93,102639.66,52396,0
13789,18:52:26,6/11/21,11051359,100,7,6.59,24.93,102650.28,55326,0
13790,18:52:27,6/11/21,11052575,623,9,14.3,24.93,102648.59,102949,0
13791,18:52:28,6/11/21,11052904,189,7,9.03,24.93,102647.92,1851,0
13792,18:52:28,6/11/21,11053724,181,7,8.84,24.93,102646.41,52400,0
13793,18:52:30,6/11/21,11055035,667,10,14.91,24.93,102645.22,52398,0
13794,18:52:30,6/11/21,11055369,969,282,54.3,24.93,102644.72,1852,0
13795,18:52:30,6/11/21,11055494,753,24,19.06,24.93,102644.72,3812,0
13796,18:52:30,6/11/21,11055719,172,7,8.61,24.93,102644.05,52398,0
13797,18:52:31,6/11/21,11056046,112,7,6.92,24.93,102644.05,1849,0
13798,18:52:31,6/11/21,11056732,742,21,18.37,24.93,102643.2,52400,0
13799,18:52:32,6/11/21,11057038,415,8,12.24,24.93,102643.2,1851,0
13800,18:52:34,6/11/21,11059687,514,8,12.94,24.93,102641.19,153495,0
13801,18:52:35,6/11/21,11060613,265,8,10.54,24.93,102640.67,53381,0
13802,18:52:36,6/11/21,11060849,328,8,11.41,24.93,102640.67,3951,0
13803,18:52:36,6/11/21,11061818,240,7,10.09,24.93,102640.17,52399,0
13804,18:52:37,6/11/21,11062348,80,8,6.14,24.93,102640,1850,0
13805,18:52:39,6/11/21,11064051,411,9,12.27,24.93,102638.83,102948,0
13806,18:52:40,6/11/21,11064826,84,7,6.21,24.93,102638.83,52400,0
13807,18:52:41,6/11/21,11066332,426,8,12.32,24.93,102638.66,52401,0
13808,18:52:41,6/11/21,11066789,177,7,8.74,24.93,102638.48,54360,0
13809,18:52:42,6/11/21,11067351,66,8,5.93,24.93,102638.48,1849,0
13810,18:52:43,6/11/21,11068258,67,7,5.94,24.93,102638.14,52396,0
13811,18:52:44,6/11/21,11069043,919,130,35.82,24.93,102637.98,52401,0
13812,18:52:45,6/11/21,11070003,210,7,9.51,24.93,102637.98,52401,0
13813,18:52:45,6/11/21,11070643,94,6,6.44,24.93,102637.98,53381,0
13814,18:52:45,6/11/21,11070781,162,7,8.34,24.93,102637.98,1848,0
13815,18:52:45,6/11/21,11070815,973,273,53.05,24.93,102637.98,4006,0
13816,18:52:46,6/11/21,11071751,87,7,6.28,24.93,102638.14,52398,0
13817,18:52:47,6/11/21,11072054,785,39,21.35,24.93,102638.14,1850,0
13818,18:52:47,6/11/21,11072425,74,8,6.03,24.93,102638.31,1851,0
13819,18:52:48,6/11/21,11072822,138,8,7.67,24.93,102638.48,52395,0
13820,18:52:48,6/11/21,11073294,140,8,7.73,24.93,102638.48,1849,0
13821,18:52:48,6/11/21,11073755,560,8,13.38,24.93,102638.31,54360,0
13822,18:52:49,6/11/21,11073896,724,18,17.55,24.93,102638.31,1848,0
13823,18:52:49,6/11/21,11074173,237,8,10.06,24.93,102638.31,1851,0
13824,18:52:49,6/11/21,11074705,123,7,7.23,24.93,102638.31,52397,0
13825,18:52:50,6/11/21,11075121,74,8,6.03,24.93,102638.31,1849,0
13826,18:52:52,6/11/21,11077123,954,159,40.65,24.93,102638.48,102947,0
13827,18:52:52,6/11/21,11077367,104,7,6.7,24.93,102638.08,1852,0
13828,18:52:53,6/11/21,11077914,387,8,12.01,24.93,102638.08,54360,0
13829,18:52:54,6/11/21,11079475,620,9,14.26,24.93,102638.23,52398,0
13830,18:52:54,6/11/21,11079656,816,57,23.24,24.93,102638.08,52401,0
13831,18:52:55,6/11/21,11079867,959,175,42.76,24.93,102638.08,2833,0
13832,18:52:55,6/11/21,11079886,965,176,42.88,24.93,102638.08,1852,0
13833,18:52:59,6/11/21,11083950,912,120,33.9,24.93,102638.31,204046,1
13834,18:53:00,6/11/21,11084822,907,114,32.72,24.93,102638.08,54503,0
13835,18:53:00,6/11/21,11085281,513,8,12.93,24.93,102638.23,1851,0
13836,18:53:01,6/11/21,11086261,690,12,15.63,24.93,102637.91,52397,0
13837,18:53:01,6/11/21,11086428,206,7,9.42,24.93,102637.73,2285,0
13838,18:53:03,6/11/21,11088811,114,7,6.97,24.93,102637.56,153498,0
13839,18:53:05,6/11/21,11090279,741,22,18.59,24.93,102637.41,52399,0
13840,18:53:06,6/11/21,11091495,174,7,8.66,24.93,102637.56,53384,0
13841,18:53:07,6/11/21,11091842,659,10,14.87,24.93,102637.56,54503,0
13842,18:53:07,6/11/21,11091967,352,8,11.68,24.93,102637.56,1851,0
13843,18:53:07,6/11/21,11092044,616,8,14,24.93,102637.56,1848,0
13844,18:53:07,6/11/21,11092077,600,8,13.83,24.93,102637.56,1848,0
13845,18:53:07,6/11/21,11092361,987,926,198.22,24.93,102637.56,1847,0
13846,18:53:07,6/11/21,11092460,469,8,12.61,24.93,102637.56,1850,0
13847,18:53:07,6/11/21,11092678,975,317,59.93,24.93,102637.56,54432,0
13848,18:53:07,6/11/21,11092767,922,129,35.63,24.93,102637.56,1851,0
13849,18:53:09,6/11/21,11093991,401,8,12.13,24.93,102637.56,52401,0
13850,18:53:09,6/11/21,11094280,608,8,13.92,24.93,102637.41,1849,0
13851,18:53:10,6/11/21,11094856,972,379,70.98,24.93,102637.41,52396,0
13852,18:53:10,6/11/21,11095466,616,8,14,24.93,102637.23,1851,0
13853,18:53:11,6/11/21,11096035,336,8,11.51,24.93,102637.41,52397,0
13854,18:53:11,6/11/21,11096483,957,160,40.8,24.93,102637.41,3831,1
13855,18:53:11,6/11/21,11096633,906,109,31.75,24.93,102637.41,52401,0
13856,18:53:13,6/11/21,11097872,182,8,8.87,24.93,102637.41,52400,0
13857,18:53:13,6/11/21,11098786,892,97,29.4,24.93,102637.23,52399,0
13858,18:53:14,6/11/21,11098937,140,8,7.73,24.93,102637.23,1850,0
13859,18:53:14,6/11/21,11099780,74,7,6.03,24.93,102637.41,52397,0
13860,18:53:16,6/11/21,11101580,946,151,39.45,24.93,102636.89,106051,0
13861,18:53:17,6/11/21,11102296,662,10,14.88,24.93,102636.72,1851,0
13862,18:53:17,6/11/21,11102446,66,7,5.93,24.93,102636.72,1851,0
13863,18:53:18,6/11/21,11103314,171,8,8.59,24.93,102636.89,52398,0
13864,18:53:19,6/11/21,11104776,985,950,250.15,24.93,102637.06,102946,1
13865,18:53:19,6/11/21,11104799,74,7,6.03,24.93,102637.06,1851,0
13866,18:53:20,6/11/21,11105126,890,101,30.15,24.93,102637.06,1850,0
13867,18:53:20,6/11/21,11105446,583,8,13.64,24.93,102637.06,3834,0
13868,18:53:21,6/11/21,11106104,566,8,13.45,24.93,102637.06,52398,0
13869,18:53:22,6/11/21,11107732,106,7,6.75,24.93,102637.23,102947,0
13870,18:53:23,6/11/21,11108583,513,8,12.93,24.93,102637.23,52401,0
13871,18:53:24,6/11/21,11109323,745,22,18.61,24.93,102637.06,1849,0
13872,18:53:24,6/11/21,11109466,173,7,8.63,24.93,102637.06,1851,0
13873,18:53:24,6/11/21,11109485,100,7,6.59,24.93,102637.06,3832,0
13874,18:53:24,6/11/21,11109711,975,349,65.7,24.93,102637.06,52400,0
13875,18:53:25,6/11/21,11110067,921,128,35.45,24.92,102636.48,2832,0
13876,18:53:27,6/11/21,11111885,952,165,41.49,24.92,102635.97,102949,0
13877,18:53:27,6/11/21,11111903,564,8,13.43,24.92,102635.97,1851,0
13878,18:53:28,6/11/21,11113037,108,7,6.81,24.92,102635.97,52396,0
13879,18:53:29,6/11/21,11114498,354,8,11.7,24.92,102635.81,52401,0
13880,18:53:30,6/11/21,11114901,467,8,12.6,24.92,102635.97,54552,0
13881,18:53:30,6/11/21,11115237,917,127,35.25,24.92,102635.81,1849,1
13882,18:53:32,6/11/21,11117037,967,280,54.01,24.92,102635.97,102950,1
13883,18:53:32,6/11/21,11117691,202,7,9.33,24.92,102636.14,52399,0
13884,18:53:33,6/11/21,11117885,89,8,6.32,24.92,102636.14,1849,0
13885,18:53:33,6/11/21,11118440,886,95,29.01,24.92,102635.97,1849,0
13886,18:53:33,6/11/21,11118447,109,7,6.83,24.92,102635.97,3807,0
13887,18:53:34,6/11/21,11118909,134,7,7.55,24.92,102635.81,52397,0
13888,18:53:34,6/11/21,11119788,365,8,11.81,24.92,102635.81,52400,0
13889,18:53:35,6/11/21,11120056,204,7,9.38,24.92,102635.81,2830,0
13890,18:53:37,6/11/21,11122573,144,7,7.84,24.92,102635.97,153500,0
13891,18:53:37,6/11/21,11122701,909,107,31.36,24.92,102635.97,1852,0
13892,18:53:39,6/11/21,11124177,559,8,13.37,24.92,102635.97,52400,0
13893,18:53:40,6/11/21,11125637,275,8,10.7,24.92,102635.91,105050,0
13894,18:53:41,6/11/21,11126295,173,7,8.63,24.92,102636.14,1849,0
13895,18:53:41,6/11/21,11126422,151,7,8.04,24.92,102635.73,1850,0
13896,18:53:42,6/11/21,11126823,155,8,8.16,24.92,102635.73,52397,0
13897,18:53:43,6/11/21,11128136,397,8,12.1,24.92,102635.56,52397,0
13898,18:53:44,6/11/21,11129744,69,6,5.96,24.92,102636.06,102945,0
13899,18:53:45,6/11/21,11130158,914,121,34.1,24.92,102635.91,4933,0
13900,18:53:45,6/11/21,11130414,132,7,7.49,24.92,102635.91,1851,0
13901,18:53:45,6/11/21,11130801,616,9,14.22,24.92,102635.91,52398,0
13902,18:53:47,6/11/21,11132105,91,8,6.37,24.92,102636.06,52398,0
13903,18:53:47,6/11/21,11132266,456,8,12.52,24.92,102635.91,1849,0
13904,18:53:47,6/11/21,11132291,970,290,55.49,24.92,102635.91,1849,1
13905,18:53:47,6/11/21,11132564,979,617,108.76,24.92,102635.91,52401,1
13906,18:53:47,6/11/21,11132708,209,7,9.48,24.92,102635.91,3812,0
13907,18:53:48,6/11/21,11133469,646,9,14.5,24.92,102636.06,1849,0
13908,18:53:49,6/11/21,11134208,549,8,13.26,24.92,102636.23,52401,0
13909,18:53:50,6/11/21,11135407,289,8,10.91,24.92,102635.98,52400,0
13910,18:53:51,6/11/21,11136491,206,8,9.43,24.92,102636.23,52400,0
13911,18:53:52,6/11/21,11136889,887,96,29.2,24.92,102635.66,52398,0
13912,18:53:54,6/11/21,11138900,822,72,25.06,24.92,102636.06,104967,0
13913,18:53:54,6/11/21,11139213,950,150,39.29,24.92,102635.83,1852,0
13914,18:53:55,6/11/21,11139905,89,7,6.32,24.92,102635.66,52399,0
13915,18:53:55,6/11/21,11140146,184,7,8.91,24.92,102635.66,2832,0
13916,18:53:55,6/11/21,11140356,617,8,14.01,24.92,102635.66,1849,0
13917,18:53:55,6/11/21,11140707,594,8,13.77,24.92,102635.66,52399,0
13918,18:53:56,6/11/21,11141690,603,8,13.87,24.92,102635.83,52398,0
13919,18:53:58,6/11/21,11142389,956,185,43.91,24.92,102635.66,3951,0
13920,18:53:59,6/11/21,11143640,964,295,56.26,24.92,102635.83,102956,0
13921,18:53:59,6/11/21,11143814,89,7,6.32,24.92,102635.83,1852,0
13922,18:53:59,6/11/21,11143854,93,8,6.42,24.92,102635.83,1849,0
13923,18:53:59,6/11/21,11143896,918,118,33.53,24.92,102635.83,1847,0
13924,18:54:00,6/11/21,11145240,127,7,7.35,24.92,102635.83,52401,0
13925,18:54:01,6/11/21,11146019,917,130,35.81,24.92,102635.66,54364,0
13926,18:54:02,6/11/21,11146641,949,151,39.45,24.92,102635.66,52404,0
13927,18:54:04,6/11/21,11148745,184,8,8.92,24.92,102635.16,102952,0
13928,18:54:05,6/11/21,11149573,100,7,6.59,24.92,102634.98,52399,0
13929,18:54:05,6/11/21,11150033,624,9,14.31,24.92,102635.16,2833,0
13930,18:54:05,6/11/21,11150046,185,8,8.95,24.92,102635.16,1849,0
13931,18:54:05,6/11/21,11150174,416,8,12.24,24.92,102635.16,1847,0
13932,18:54:06,6/11/21,11150497,93,8,6.42,24.92,102634.98,3949,0
13933,18:54:06,6/11/21,11150609,582,8,13.63,24.92,102634.98,52398,0
13934,18:54:06,6/11/21,11150673,469,8,12.61,24.92,102634.98,1848,0
13935,18:54:06,6/11/21,11150684,875,93,28.6,24.92,102634.98,1849,0
13936,18:54:07,6/11/21,11151744,601,8,13.84,24.92,102634.98,52399,0
13937,18:54:07,6/11/21,11152349,958,160,40.8,24.92,102634.81,1849,0
13938,18:54:09,6/11/21,11153420,538,9,13.27,24.92,102634.81,54362,0
13939,18:54:09,6/11/21,11153951,218,8,9.69,24.92,102634.98,52401,0
13940,18:54:10,6/11/21,11154674,387,8,12.01,24.92,102635.16,52398,0
13941,18:54:10,6/11/21,11155003,675,10,14.93,24.92,102635.16,1850,0
13942,18:54:10,6/11/21,11155286,157,8,8.21,24.92,102634.98,1850,0
13943,18:54:11,6/11/21,11155698,570,8,13.49,24.92,102634.77,52398,0
13944,18:54:11,6/11/21,11156122,156,7,8.18,24.92,102634.77,1847,0
13945,18:54:11,6/11/21,11156325,915,117,33.33,24.92,102634.59,3864,1
13946,18:54:12,6/11/21,11156715,106,8,6.75,24.92,102634.77,52401,0
13947,18:54:13,6/11/21,11157948,574,8,13.54,24.92,102634.94,52397,0
13948,18:54:13,6/11/21,11158169,303,8,11.1,24.92,102634.94,1848,0
13949,18:54:14,6/11/21,11158950,348,8,11.64,24.92,102634.94,52397,0
13950,18:54:15,6/11/21,11160301,794,39,21.37,24.92,102635.28,52399,0
13951,18:54:17,6/11/21,11161878,246,8,10.22,24.92,102635.44,106036,0
13952,18:54:17,6/11/21,11162011,171,8,8.59,24.92,102635.28,1849,0
13953,18:54:19,6/11/21,11163409,893,100,29.97,24.92,102635.44,52398,0
13954,18:54:19,6/11/21,11163732,148,7,7.96,24.92,102635.44,52401,0
13955,18:54:19,6/11/21,11164072,850,72,25.13,24.92,102635.28,1849,0
13956,18:54:19,6/11/21,11164304,961,173,42.52,24.92,102635.28,1851,0
13957,18:54:20,6/11/21,11164709,70,8,5.98,24.92,102635.28,52401,0
13958,18:54:21,6/11/21,11166051,912,112,32.35,24.92,102635.44,54358,0
13959,18:54:22,6/11/21,11167025,852,81,26.48,24.91,102634.86,52401,0
13960,18:54:22,6/11/21,11167287,222,7,9.75,24.91,102634.86,1850,0
13961,18:54:23,6/11/21,11167769,350,8,11.66,24.91,102634.86,52397,0
13962,18:54:23,6/11/21,11167928,987,659,118.48,24.91,102634.86,1848,0
13963,18:54:24,6/11/21,11168571,63,7,5.91,24.91,102634.86,52400,0
13964,18:54:24,6/11/21,11168677,134,7,7.55,24.91,102634.86,3812,0
13965,18:54:24,6/11/21,11168905,85,6,6.23,24.91,102634.86,1848,0
13966,18:54:25,6/11/21,11169478,961,261,51.52,24.91,102634.69,1848,0
13967,18:54:26,6/11/21,11170557,914,121,34.1,24.91,102634.86,102952,0
13968,18:54:26,6/11/21,11171346,697,12,15.65,24.91,102634.86,2834,0
13969,18:54:27,6/11/21,11172077,594,8,13.77,24.91,102634.69,52399,1
13970,18:54:27,6/11/21,11172106,968,220,47.28,24.91,102634.69,1850,0
13971,18:54:27,6/11/21,11172289,208,8,9.48,24.91,102634.86,3952,0
13972,18:54:29,6/11/21,11173577,232,8,9.97,24.91,102634.86,102944,0
13973,18:54:29,6/11/21,11173940,69,7,5.96,24.91,102635.03,1848,0
13974,18:54:30,6/11/21,11175046,112,7,6.92,24.91,102635.03,52398,0
13975,18:54:31,6/11/21,11176253,182,8,8.87,24.91,102634.11,52398,0
13976,18:54:32,6/11/21,11176612,688,12,15.63,24.91,102634.11,52398,0
13977,18:54:32,6/11/21,11176648,619,9,14.25,24.91,102633.78,3866,0
13978,18:54:32,6/11/21,11176907,781,30,20.19,24.91,102633.78,1849,0
13979,18:54:33,6/11/21,11178304,720,16,16.98,24.91,102633.27,52398,0
13980,18:54:35,6/11/21,11179630,709,14,16.33,24.91,102632.09,102946,0
13981,18:54:35,6/11/21,11179655,300,2,10.82,24.91,102632.09,2834,0
13982,18:54:36,6/11/21,11181051,599,9,14.01,24.91,102631.25,52396,0
13983,18:54:38,6/11/21,11182703,965,224,47.65,24.91,102630.06,102946,0
13984,18:54:38,6/11/21,11182963,785,32,20.49,24.91,102630.06,3953,0
13985,18:54:39,6/11/21,11183786,898,109,31.72,24.91,102629.56,52397,0
13986,18:54:42,6/11/21,11186569,105,8,6.73,24.91,102627.55,153497,0
13987,18:54:44,6/11/21,11188563,880,93,28.62,24.91,102627.03,102947,0
13988,18:54:44,6/11/21,11189058,817,59,23.46,24.91,102626.88,1854,0
13989,18:54:45,6/11/21,11190036,882,91,28.27,24.91,102626.36,52404,0
13990,18:54:46,6/11/21,11190418,556,8,13.34,24.91,102626.2,4934,0
13991,18:54:46,6/11/21,11190914,556,8,13.34,24.91,102626.03,52397,0
13992,18:54:47,6/11/21,11191835,844,69,24.71,24.91,102625.86,52396,0
13993,18:54:48,6/11/21,11192388,643,10,14.74,24.91,102625.86,1851,0
13994,18:54:48,6/11/21,11193126,560,9,13.52,24.91,102626.03,52399,0
13995,18:54:49,6/11/21,11193748,969,289,55.33,24.91,102626.03,52399,0
13996,18:54:50,6/11/21,11194736,369,8,11.85,24.91,102625.86,52399,0
13997,18:54:50,6/11/21,11194864,957,156,40.21,24.91,102625.86,3754,0
13998,18:54:51,6/11/21,11195727,196,8,9.21,24.91,102625.86,52398,0
13999,18:54:52,6/11/21,11196794,852,78,26.01,24.91,102625.61,52397,0
14000,18:54:53,6/11/21,11197497,543,8,13.2,24.91,102625.61,1851,0
14001,18:54:53,6/11/21,11197940,420,8,12.27,24.91,102625.45,52399,0
14002,18:54:53,6/11/21,11198121,876,85,27.21,24.91,102625.45,1847,0
14003,18:54:53,6/11/21,11198363,741,19,17.87,24.91,102625.45,5098,0
14004,18:54:56,6/11/21,11200701,961,258,51.16,24.91,102625.61,153496,1
14005,18:54:56,6/11/21,11201135,79,7,6.12,24.91,102625.61,2595,0
14006,18:54:57,6/11/21,11201786,437,8,12.39,24.91,102625.61,52399,0
14007,18:54:57,6/11/21,11202222,977,527,90.64,24.91,102625.78,1849,0
14008,18:54:57,6/11/21,11202234,65,8,5.92,24.91,102625.78,1850,0
14009,18:54:57,6/11/21,11202337,960,157,40.36,24.91,102625.78,1848,1
14010,18:54:58,6/11/21,11202791,582,9,13.79,24.91,102625.78,54502,0
14011,18:54:58,6/11/21,11203051,97,7,6.51,24.91,102625.95,1851,0
14012,18:54:59,6/11/21,11203560,155,8,8.16,24.91,102626.29,52398,0
14013,18:54:59,6/11/21,11204359,490,8,12.76,24.91,102626.45,1848,0
14014,18:55:00,6/11/21,11204560,857,79,26.18,24.91,102626.45,52396,0
14015,18:55:00,6/11/21,11205229,681,11,15.28,24.91,102626.62,1853,0
14016,18:55:01,6/11/21,11205780,72,8,6,24.91,102626.8,54366,0
14017,18:55:03,6/11/21,11208080,128,7,7.38,24.91,102628.41,102947,0
14018,18:55:05,6/11/21,11210258,62,7,5.9,24.91,102630.25,102948,0
14019,18:55:06,6/11/21,11210598,966,360,67.68,24.91,102630.59,53143,0
14020,18:55:06,6/11/21,11211149,114,8,6.98,24.91,102630.92,1852,0
14021,18:55:07,6/11/21,11211923,699,13,15.98,24.91,102631.77,52397,0
14022,18:55:08,6/11/21,11212597,279,8,10.76,24.91,102632.11,52402,0
14023,18:55:08,6/11/21,11212708,736,19,17.86,24.91,102632.11,3951,0
14024,18:55:09,6/11/21,11213404,979,902,173.55,24.91,102632.28,1850,0
14025,18:55:10,6/11/21,11214472,222,8,9.77,24.91,102632.44,52402,0
14026,18:55:10,6/11/21,11214791,561,8,13.39,24.91,102632.28,52399,0
14027,18:55:10,6/11/21,11215010,69,7,5.96,24.91,102632.28,1848,0
14028,18:55:11,6/11/21,11215564,174,8,8.67,24.91,102632.28,52397,0
14029,18:55:12,6/11/21,11217313,340,8,11.55,24.91,102631.09,54414,0
14030,18:55:13,6/11/21,11218307,965,318,60.11,24.91,102629.92,52398,0
